tweet_id,author_id,customer_tweet,intent,historical_reply,in_response_to_tweet_id
2367769,417273,@AppleSupport iOS 11.1 seems to have broken iMessage on my iPad!,hardware_repair_warranty,@AppleSupport We can help with iMessage. What kind of issues are you having with it currently?,
707460,289131,High sierra e ios11 no han hecho mas que convertir en mierdas inusables y atascadas de bugs a mi celular y computadora. @AppleSupport,software_update,@AppleSupport We offer support via Twitter in English. Get help in Spanish here: or join,
1451563,456848,"@AppleSupport It’s not necessarily stuck, but I am constantly having to keep my phone on the charger because it dies so quickly.",billing_subscription,@AppleSupport We'd like to look into this further. DM us and we'll continue there.,1451562.0
2562351,727168,@AppleSupport @AppleSupport release an update to fix my phone 😕‼️,software_update,@AppleSupport You're in the right place for help with your iPhone! We'll exhaust all our options to get things working as expected again. What's going on? DM us specifics to begin.,
1889586,563506,@AppleSupport updated to iOS11 and now my microphone doesn’t work properly... funny that. FIX IT 😡,software_update,"@AppleSupport If you're having issues with the microphone on your device, we'll be more than happy to get this sorted. Please DM us more info.",
1850847,554044,"@AppleSupport Also, when I use certain charger cables, my screen goes utterly bats***, typing and tapping by itself. Not cool, guys. Knock it off.",billing_subscription,@AppleSupport Thanks for keeping us updated. Which device are we working with today? Let us know in DM and we'll continue there.,1850849.0
2131154,627218,@AppleSupport I believe the quality of the battery has degraded. I used to charge it overnight and it would last all day. Now it’s at 28% by lunch time. The other day it dropped from 20% to 1% in a short space in time and with just 15mins of charging it jumped back up to 14% again.,hardware_repair_warranty,"@AppleSupport Thank you for getting back to us. Since we last spoke, did you go ahead and update to the latest iOS version? Please DM your reply. We'll meet you there.",2131153.0
2945697,813661,"@AppleSupport @AppleSupport hello, my iPhone X shipment until yesterday had delivery date for December 01. today has changed the status and says it is not available",order_shipping_inquiry,@AppleSupport Help is here. Did you purchase through the Apple Online Store or another reseller? Let us know by joining us in DM and we'll go from there:,
2709962,760957,IPhone 7 on IOS 11.1.1. Went to bed with 45% left wake up battery all gone. Pls fix this @AppleSupport,device_troubleshooting,"@AppleSupport We’d love to help. First, do you charge with an Apple-Certified cable? If so, will it charge with another cable, power source, or outlet?",
1276345,418756,"@AppleSupport after update, my phone it won’t go into sleep mode w/o me pressing the button in the side. I have it set to 30 seconds",software_update,@AppleSupport We want to help. Which iOS version are we working with? You can find that in Settings &gt; General &gt; About. Please DM us.,
257773,177321,@AppleSupport why does my phone keep restarting on its own???,device_troubleshooting,@AppleSupport Let's look into this with you. Have you noticed any pattern in which this happens?,
905231,334902,Anyone else’s iPhone 100 times slower or just constantly freeze since the update? @AppleSupport,device_troubleshooting,@AppleSupport We can assist you. Please DM us via the following link and we'll help you further.,
1875652,559939,"@AppleSupport iPhone 6 running 11.0.3, turning off Bluetooth in the control center doesn’t actually turn it off. Have to go into settings.",device_troubleshooting,@AppleSupport Hi. Inform on how the toggles work in Control Center for iOS 11 can be found here: Questions? DM us.,
1368981,438649,my pickup/delivery date has disappeared...should I worry? :( @AppleSupport @AppleSupport 😟,order_shipping_inquiry,@AppleSupport We're here for you. You'll want to get in touch with our sales team here:,
2060172,609318,@AppleSupport @AppleSupport IOS 11 so trash. My phone intermittently restarts itself and it’s a iPhone 7 Plus. Battery life is worse. 🚮🚮🚮,device_troubleshooting,@AppleSupport This isn't the experience we want you to have. DM us with more details about what you're experiencing &amp; we'll go from there.,
2111332,622754,@AppleSupport tell me why I just watched my phone drop from 62% to 45% with no in between . Also why it dies at 32%. LEMME KNOW,hardware_repair_warranty,"@AppleSupport We'd like to help. Let us know in DM which iPhone you have, along with the iOS version to continue.",
2425840,696598,"@AppleSupport Trying to install the free SAMs app but iTunes won’t let me. This is crazy, and my card is good.",software_update,@AppleSupport We’d like to see how we can help. Do you see this error message on another Wi-Fi network or with cellular data?,
1803095,541798,"@AppleSupport ever since i updated to ios 11, my phone volume is at the quietest setting even when I shows I have my volume all the way up",software_update,@AppleSupport Let's take a look at this together. Have you already updated to iOS 11.0.3? Let us know in DM and we'll get started.,
1942145,577517,@AppleSupport I updated to 11.1 and the alarm function still is not working.,software_update,"@AppleSupport Have you tried setting up a new alarm? If not, please set one up for 5 minutes from now to test. DM us the result.",1942144.0
854563,322957,Hey @AppleSupport why do custom lyrics added in iTunes not survive syncs to iOS devices?,software_update,@AppleSupport We can certainly help look into these lyrics with you. What version of iTunes do you have &amp; are you an Apple Music subscriber?,
1702055,516057,Does anyone else feel that iOS has become buggy? @AppleSupport Home freezes to landscape mode; apps don’t. Preview notifications flicker.,software_update,"@AppleSupport This isn't the experience we expect from our iOS for you, so let's look into this together. Which device is this occurring on?",
2341756,677365,@AppleSupport I can’t access my locked notes since upgrading to iPhone X. It’s asking for a password which I have never set; Face ID is not working. Please advise.,account_apple_id,"@AppleSupport We'd like to discuss this together. For issues with locked notes, were these originally made on another iPhone? Do you still have this iPhone? If so, try entering in the password you believe it to me on a locked note there. This may also help:",
161261,153201,@AppleSupport Hi updated and restarted everything and still getting the same message?,device_troubleshooting,@AppleSupport DM us the current macOS version you are using and we can take a look at this.,161260.0
1956008,419637,"My phone heating up &amp; the battery drains so fast when i’m using siri, it’s just only a minute or two. Battery on 7+ is worse @AppleSupport",device_troubleshooting,@AppleSupport Thanks for reaching out! Let us help with your iPhone. DM us your exact iOS version. We’ll continue working there.,
2520735,717982,hey @AppleSupport i installed the latest ios update for my iphone 6 and now most apps crash or won’t open at all. help?,software_update,@AppleSupport We're happy to help. Let us know the exact version of iOS you're running on this phone via DM. We'll go from there.,
2689400,748077,"Can @AppleSupport @AppleSupport reach out so I️ ,and other @AppleSupport iphone users can get this bug fixed in an update. Am I️ the only one? I️ bet not",software_update,"@AppleSupport iOS 11.1.1 and 11.1.2 were recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up:",
848433,321625,@AppleSupport I know how it works. That “bit differently” is annoying. Why can’t you just fix it. Worst update. I never expected frm Apple 😡,software_update,@AppleSupport We welcome feedback about our products and services here:,848432.0
954530,346491,@AppleSupport I was forced to upgrade to the new ISO today &amp; now my batteries drain like never before???? So is this intentional by 🍎?,device_troubleshooting,@AppleSupport We'd like to help! Send us a DM with the device you are using and we will proceed from there.,
2972432,499894,@AppleSupport It started months ago with podcasts playing through my car. I have the 7+. It’s running the latest iOS 11.1.2,software_update,"@AppleSupport Got it. Is this happening only with certain apps, such as Podcasts and Mail, or more? Does a restart help at all?",2972436.0
1372457,241751,@AppleSupport This is not on my current phone. I'm trying to order a new one online,order_shipping_inquiry,@AppleSupport Thanks for the clarification. Are having any issues trying to order your iPhone online?,1372459.0
609547,264900,"@AppleSupport you see my phone is behaving strange, whn volume is mute in control Centre I can hear sound",device_troubleshooting,@AppleSupport We'd like to get this resolved for you. DM us and we'll take a closer look.,
1711362,518418,"Desde que actualice a IOS 11, tanto el teclado (para mensajes) como iMessage me andan pésimo, a alguien más le sucede ? @AppleSupport",software_update,@AppleSupport We offer support via Twitter in English. Get help in Spanish here: or join,
1178090,397070,@AppleSupport my iphone is completely useless. The latest iOS update is like shit. Fix it.,software_update,@AppleSupport @AppleSupport We want to help. Send us a DM and we'll go from there.,
2278633,662533,@AppleSupport 11.03 update stuck on update requested on IPhone 8 plus any ideas how to sort this out.,software_update,"@AppleSupport We can help update. Do you have a computer with iTunes installed, or a computer you can install iTunes on?",
460841,224481,@AppleSupport Desktops items Invisible on Mac. Found files &amp; folders using Find Any File. I set files &amp; folders Visible. Went to Apple store where hardware &amp; software checks were completely normal. I restarted &amp; Desktop files had become Invisible again. How can that happen?,device_troubleshooting,"@AppleSupport Hello. Thanks for allowing us to assist you. Can you tell us which software version is currently running on your computer? Also, how long have you experienced this issue?",
2341772,677370,.@AppleSupport SO frustrated with these updates / fixes. My battery fully drains 6 to 7 times a day now! Seems like I'm updating almost daily!,device_troubleshooting,@AppleSupport We'd love the chance to help you out with your battery. Please DM us so we can get more info about this.,
148273,149735,@AppleSupport No tried that a few times... it’s an audiobook but it’s just frozen in the title page,device_troubleshooting,@AppleSupport OK thanks for trying that. What version of the iOS software do you currently have installed on your device? You can find this in Settings &gt; General &gt; About. Please meet us in DM with this information and we will continue to work together.,148272.0
1679940,510857,@AppleSupport please fix the “l” bug. This is seriously annoying. #fixitplease #applesupport #appleglitch,software_update,@AppleSupport Here’s what you can do to work around the issue until it’s fixed in a future software update:,
1065221,371493,@AppleSupport I've turned it off now as it was overheating. I updated it 2 nights ago so it's now 11.0.3,device_troubleshooting,@AppleSupport We'd like to continue helping out. Please meet us in DM.,1065220.0
2734132,766321,@AppleSupport that was either a fluke or you were reading my tweet as I typed it and fixed the bug before I hit send. What amazing customer support.,software_update,@AppleSupport Thanks for reaching out and bringing this to our attention. We'd love to look into this with you so that this isn't the normal behavior. Do you see 'Piano' appear as an auto-correct pop-up option when typing 'piano'? Which iOS version are you running?,
1467767,460688,"@AppleSupport So 2 iCloud Drive accounts are ok, but 2 iCloud music libraries not? That doesn’t make sense.",account_apple_id,@AppleSupport We'd like to look into this further with you. Please DM us here:,1467766.0
936784,342073,"@AppleSupport Safari freezes sometimes, I used to reboot the iPhone 📱",device_troubleshooting,@AppleSupport Please meet us in DM and we can continue our chat there.,936783.0
2968970,346240,"@AppleSupport when I try to make an Apple ID I get a message saying “an error has occurred, please try again later”. I haven’t made an Apple ID in like months",account_apple_id,@AppleSupport Hey there! Please send us a DM and we will look into this with you. Thanks!,
1456555,458067,@AppleSupport my brand new iphone 8+ keeps restarting. it will work for a while then it will just randomly reboot a couple of times.,device_troubleshooting,@AppleSupport We're happy to help. Did this just start happening? Which iOS version do you have? Does it happen when using a certain app?,
301865,188019,@AppleSupport why has my battery life has degraded since iOS11 update. battery doesn’t last a day in ’low battery‘? #ios11update #frustrated,software_update,@AppleSupport We'd like to look at this with you. Which iPhone do you have?,
2310665,670149,@AppleSupport i was texting my friend on my phone and my phone screen went black instantly. music was still playing in the background but the screen just went black and i dont know what to do???,device_troubleshooting,@AppleSupport We've received your DM and look forward to working with you there.,
565000,252367,@AppleSupport my ipad mini keeps on showing black screen every 1 minute. What's happening apple?,device_troubleshooting,@AppleSupport We understand how important it is to have a reliable device. We recommend backing up your device and following the steps laid out in this article:,
489657,231620,"@AppleSupport I update my phone with the latest update &amp; now my contacts in my messages shows up as just the numbers, not as my contact I’ve had in my phone. Please fix this issue. It’s annoying.",software_update,"@AppleSupport Let's take a look and get your contacts back to normal! Which type of iPhone is this on? What troubleshooting, if any, have you tried thus far? For example, have you had a chance to power the device off and back on again as of yet?",
2142436,629934,@AppleSupport @AppleSupport FIX THE I️ BUG!!,software_update,@AppleSupport Here’s what you can do to work around the issue until it’s fixed in a future software update:,
2568197,217672,@AppleSupport my phone randomly senses touch at random spots on the screen (even when it’s completely dry) good thing you don’t care!,device_troubleshooting,@AppleSupport That is certainly not the experience we want you to have Which iPhone model do you own?,
1566784,483582,"@AppleSupport I have verified that portrait mode is not locked, but still having issues. YouTube, images, etc wont rotate when you expand them or turn it",account_apple_id,@AppleSupport Thank you for keeping us updated. Let us know if the additional steps in our support article helps:,1566783.0
550730,248298,@AppleSupport is Apple Pay Cash supposed to be available immediately after installing 11.2 or are we waiting for server availability? 🤷🏾‍♂️,software_update,"@AppleSupport Thank you for reaching out to us and good question! DM us your current country location, please. This will help us make sure we are providing accurate information.",
1852578,554414,I've literally deleted just about everything off my phone to get this update to run and it STILL keeps getting an error. @AppleSupport,software_update,@AppleSupport We can help. What type of error are you seeing on your iPhone?,
2484179,373982,@AppleSupport wtf?🤦🏼‍♂️ fucking iOS!,software_update,@AppleSupport Let's look into that. Send us a DM and we'll go from there.,
1718206,520248,@AppleSupport is the App Store down,billing_subscription,"@AppleSupport According to our system status link, everything is good: Anything we can help with?",
2949560,814562,@AppleSupport The music stops once the notification appears and I have to manually restart it. I am using a 6s with the 11.1.1 software.,device_troubleshooting,"@AppleSupport To confirm, does this only occur with Snapchat notifications? Or does it occur with other notifications as well? Let's dig into this deeper over DM:",2949561.0
1296857,423110,Since the new iOS update @AppleSupport my phones lock screen is just a background... any ideas?,software_update,@AppleSupport Let's look into that. DM us the country you're currently located in and we'll go from there.,
2551388,724813,"Update for @AppleSupport #iphone 11.0.3 is crap! My phone’s data turns off, things come on automatically I set to be off etc. Sort it out!",software_update,@AppleSupport That should not be happening. Let us know more about this in DM.,
2518231,717326,I didn’t pay all this money for this phone for it to mess up every other day @AppleSupport,billing_subscription,@AppleSupport We do not want that for you either. Can you tell us more about the issue that you're having? We'll do what we can to help.,
716081,291352,"@AppleSupport 49% battery, iOS 11.0.2",device_troubleshooting,@AppleSupport We're here to help. DM us so we can look into this further with you.,716082.0
1002957,357408,#iOS11.0.3 @AppleSupport This update is STILL full of bugs😡Apple music won’t work &amp;I’m paying $$$ For subscription. Please fix ASAP,software_update,@AppleSupport We'd be happy to look into what's going on. Can you tell us more about what's going on with Apple Music?,
2705001,759713,@AppleSupport The software update was actually the reason I’m seeing this glitch.,software_update,"@AppleSupport Are you seeing this in messages that you compose and send out yourself, or are you seeing them in messages posted and/or sent from other iOS device users? Meet us in a DM, we'll pick it up from there.",2705000.0
1227313,407911,@AppleSupport It seems to be a common problem with iOS11 and other devices with OSs “older” than the latest. Forums are packed with people having it.,software_update,@AppleSupport Got it. Let’s continue to look into this in DM:,1227314.0
2525474,719129,The latest update messed up my imessages 😭 @AppleSupport,software_update,"@AppleSupport We'd like some details to help. Are you unable to send iMessages, receive them or both? Also, are you getting an error message? Let us know in DM.",
